fecha,clasificacion_vuelo,ruta_nombre,vuelos,pasajeros,asientos
2017-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,3352,336779,417643
2017-01-01,Cabotaje,Bahía Blanca - Mar del Plata,524,24648,50304
2017-01-01,Cabotaje,Bahía Blanca - Neuquén,102,5062,9929
2017-01-01,Cabotaje,Bahía Blanca - San Carlos de Bariloche,72,5692,7913
2017-01-01,Cabotaje,Bahía Blanca - Trelew,295,12452,28357
2017-01-01,Cabotaje,Bahía Blanca - Ushuaia,225,16849,21552
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,4135,456224,571815
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,1166,97297,115952
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,9898,1201681,1549512
2017-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,2786,374509,454417
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,619,59068,78321
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,1203,105188,121022
2017-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,852,65270,93654
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,1990,181357,206489
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,7240,876271,1098282
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,5410,715397,871068
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,1167,98885,128655
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,1875,205378,237428
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,6194,835472,989913
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,734,93024,117324
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Reconquista,97,1503,1950
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,2455,272849,339029
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,1307,149021,196626
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,1199,85760,113724
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,939,55249,90378
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,1792,234211,283075
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,867,92895,110409
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,6316,811610,1035229
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,7449,994272,1207105
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,765,54281,79691
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,2062,199716,276654
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,1182,88851,113895
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,818,103443,128490
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,4105,495833,624791
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,712,54488,68292
2017-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,2120,193707,240399
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,502,36841,52711
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,592,45172,56940
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,1197,96844,117278
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,1771,198725,242119
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,3697,483717,577454
2017-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,380,26158,36480
2017-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,530,49760,56690
2017-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,54,6388,8204
2017-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,723,53328,81852
2017-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,329,11557,21103
2017-01-01,Cabotaje,Comodoro Rivadavia - Trelew,306,11079,28508
2017-01-01,Cabotaje,Córdoba - El Calafate,168,15293,18732
2017-01-01,Cabotaje,Córdoba - Ezeiza,1807,151421,199630
2017-01-01,Cabotaje,Córdoba - Mar del Plata,144,10969,13824
2017-01-01,Cabotaje,Córdoba - Mendoza,1442,119701,152650
2017-01-01,Cabotaje,Córdoba - Neuquén,476,41981,46197
2017-01-01,Cabotaje,Córdoba - Puerto Iguazú,535,41626,51809
2017-01-01,Cabotaje,Córdoba - Resistencia,445,33124,42829
2017-01-01,Cabotaje,Córdoba - Rio Hondo,132,7898,13042
2017-01-01,Cabotaje,Córdoba - Rosario,513,19565,55193
2017-01-01,Cabotaje,Córdoba - Río Cuarto,124,641,11856
2017-01-01,Cabotaje,Córdoba - Salta,644,70731,80522
2017-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,535,45295,60223
2017-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,311,24561,30335
2017-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,435,36089,42003
2017-01-01,Cabotaje,Córdoba - Trelew,117,11196,15078
2017-01-01,Cabotaje,Córdoba - Ushuaia,469,43340,52604
2017-01-01,Cabotaje,El Calafate - Ezeiza,256,31161,39682
2017-01-01,Cabotaje,El Calafate - Rosario,152,11181,17108
2017-01-01,Cabotaje,El Calafate - San Carlos de Bariloche,392,35775,66513
2017-01-01,Cabotaje,El Calafate - Trelew,87,4970,8389
2017-01-01,Cabotaje,El Calafate - Ushuaia,1278,137292,215676
2017-01-01,Cabotaje,Ezeiza - Mar del Plata,527,36540,50656
2017-01-01,Cabotaje,Ezeiza - Mendoza,1705,115961,165035
2017-01-01,Cabotaje,Ezeiza - Puerto Iguazú,716,64127,79122
2017-01-01,Cabotaje,Ezeiza - Puerto Madryn,60,5355,8413
2017-01-01,Cabotaje,Ezeiza - Rosario,1085,72495,107371
2017-01-01,Cabotaje,Ezeiza - Río Grande,507,49925,64574
2017-01-01,Cabotaje,Ezeiza - Salta,734,58046,90238
2017-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,865,103803,144918
2017-01-01,Cabotaje,Ezeiza - San Juan,75,5251,7449
2017-01-01,Cabotaje,Ezeiza - Trelew,381,38498,60272
2017-01-01,Cabotaje,Ezeiza - Ushuaia,367,62616,81063
2017-01-01,Cabotaje,La Rioja - San Fernando del Valle de Catamarca,330,14089,37429
2017-01-01,Cabotaje,Mar del Plata - Mendoza,57,5005,5472
2017-01-01,Cabotaje,Mar del Plata - Neuquén,58,1499,2267
2017-01-01,Cabotaje,Mar del Plata - Rosario,58,4433,5556
2017-01-01,Cabotaje,Mar del Plata - San Carlos de Bariloche,53,4455,5370
2017-01-01,Cabotaje,Mar del Plata - San Miguel de Tucumán,97,7486,9264
2017-01-01,Cabotaje,Mendoza - Neuquén,721,48391,83464
2017-01-01,Cabotaje,Mendoza - Rosario,448,30292,43317
2017-01-01,Cabotaje,Mendoza - Salta,331,19335,31845
2017-01-01,Cabotaje,Mendoza - San Juan,161,8092,27031
2017-01-01,Cabotaje,Neuquén - San Carlos de Bariloche,51,1765,2791
2017-01-01,Cabotaje,Puerto Iguazú - Rosario,357,23968,35151
2017-01-01,Cabotaje,Puerto Iguazú - Salta,401,26987,38685
2017-01-01,Cabotaje,Rosario - Salta,295,22351,28431
2017-01-01,Cabotaje,Rosario - San Carlos de Bariloche,426,36515,47535
2017-01-01,Cabotaje,Río Gallegos - Río Grande,144,2876,5315
2017-01-01,Cabotaje,Río Gallegos - Ushuaia,56,2530,4874
2017-01-01,Cabotaje,Salta - San Salvador de Jujuy,254,14555,42343
2017-01-01,Cabotaje,San Carlos de Bariloche - Viedma,295,13209,28272
2017-01-01,Cabotaje,San Miguel de Tucumán - San Salvador de Jujuy,71,3877,11204
2017-01-01,Cabotaje,Trelew - Ushuaia,317,24665,53853
2017-01-01,Internacional,Amsterdam - Ezeiza,536,192637,221408
2017-01-01,Internacional,Asunción - Ciudad de Buenos Aires,1639,92125,119501
2017-01-01,Internacional,Asunción - Córdoba,395,52407,117902
2017-01-01,Internacional,Asunción - Ezeiza,1645,172376,229482
2017-01-01,Internacional,Asunción - Salta,208,2373,10400
2017-01-01,Internacional,Atlanta - Ezeiza,722,169400,191261
2017-01-01,Internacional,Auckland - Ezeiza,355,89829,107512
2017-01-01,Internacional,Barcelona - Ezeiza,688,184528,203490
2017-01-01,Internacional,Belo Horizonte - Ezeiza,1048,110812,130078
2017-01-01,Internacional,Bogotá - Ezeiza,1804,370560,444848
2017-01-01,Internacional,Brasilia - Ezeiza,593,101021,114688
2017-01-01,Internacional,Cancún - Ezeiza,455,113666,129523
2017-01-01,Internacional,Caracas - Ezeiza,75,17773,27689
2017-01-01,Internacional,Cayo Coco - Ezeiza,53,11085,14829
2017-01-01,Internacional,Ciudad de Buenos Aires - Curitiba,642,54081,64377
2017-01-01,Internacional,Ciudad de Buenos Aires - Florianópolis,467,64715,79048
2017-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,4824,265225,413661
2017-01-01,Internacional,Ciudad de Buenos Aires - Porto Alegre,727,89793,113185
2017-01-01,Internacional,Ciudad de Buenos Aires - Porto Seguro,239,33117,38672
2017-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,1480,116728,171043
2017-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,2223,283026,333132
2017-01-01,Internacional,Ciudad de Buenos Aires - Salvador,280,39523,47408
2017-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,812,96277,130432
2017-01-01,Internacional,Ciudad de Buenos Aires - Santiago,6277,895100,1105726
2017-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,7985,1162583,1422803
2017-01-01,Internacional,Cochabamba - Ezeiza,59,6273,7507
2017-01-01,Internacional,Córdoba - Florianópolis,66,7669,8537
2017-01-01,Internacional,Córdoba - Lima,724,137263,159006
2017-01-01,Internacional,Córdoba - Montevideo,108,3390,5714
2017-01-01,Internacional,Córdoba - Panamá,789,108260,121402
2017-01-01,Internacional,Córdoba - Porto Seguro,116,15156,18694
2017-01-01,Internacional,Córdoba - Punta del Este,58,4446,5714
2017-01-01,Internacional,Córdoba - Río de Janeiro,701,102418,125587
2017-01-01,Internacional,Córdoba - Salvador,157,21355,27207
2017-01-01,Internacional,Córdoba - Santiago,2056,322132,377048
2017-01-01,Internacional,Córdoba - São Paulo,747,131310,149158
2017-01-01,Internacional,Dallas-Fort Worth - Ezeiza,687,160796,193621
2017-01-01,Internacional,Ezeiza - Florianópolis,814,109770,146285
2017-01-01,Internacional,Ezeiza - Fortaleza,112,15405,20244
2017-01-01,Internacional,Ezeiza - Frankfurt am Main,722,235229,264314
2017-01-01,Internacional,Ezeiza - Houston,709,167617,190594
2017-01-01,Internacional,Ezeiza - Lima,5052,882754,987276
2017-01-01,Internacional,Ezeiza - Londres,719,175131,197967
2017-01-01,Internacional,Ezeiza - Madrid,2916,814668,928335
2017-01-01,Internacional,Ezeiza - Manaus,94,8817,16991
2017-01-01,Internacional,Ezeiza - Miami,4121,995482,1105003
2017-01-01,Internacional,Ezeiza - Montevideo,797,61794,158902
2017-01-01,Internacional,Ezeiza - México DF,834,195252,222332
2017-01-01,Internacional,Ezeiza - Natal,84,12502,15180
2017-01-01,Internacional,Ezeiza - Nueva York,1557,353141,411127
2017-01-01,Internacional,Ezeiza - Panamá,1940,274007,298732
2017-01-01,Internacional,Ezeiza - París,721,192138,206110
2017-01-01,Internacional,Ezeiza - Porto Seguro,163,22869,28577
2017-01-01,Internacional,Ezeiza - Punta Cana,364,87598,98690
2017-01-01,Internacional,Ezeiza - Recife,269,39285,47473
2017-01-01,Internacional,Ezeiza - Roma,1325,331697,378111
2017-01-01,Internacional,Ezeiza - Río de Janeiro,3956,651389,793110
2017-01-01,Internacional,Ezeiza - Salvador,525,74632,90904
2017-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,853,129171,149714
2017-01-01,Internacional,Ezeiza - Santiago,6628,1122412,1470928
2017-01-01,Internacional,Ezeiza - São Paulo,4131,736973,945257
2017-01-01,Internacional,Iquique - Salta,236,7537,15266
2017-01-01,Internacional,Lima - Mendoza,378,50421,63633
2017-01-01,Internacional,Lima - Rosario,705,95202,113429
2017-01-01,Internacional,Lima - Salta,324,45491,54432
2017-01-01,Internacional,Lima - San Miguel de Tucumán,100,12189,15912
2017-01-01,Internacional,Mendoza - Panamá,53,6515,8288
2017-01-01,Internacional,Mendoza - Santiago,3318,423540,566592
2017-01-01,Internacional,Mendoza - São Paulo,211,29832,38178
2017-01-01,Internacional,Neuquén - Santiago,76,9071,12772
2017-01-01,Internacional,Panamá - Rosario,712,93747,109648
2017-01-01,Internacional,Punta Arenas - Ushuaia,81,971,1741
2017-01-01,Internacional,Rosario - Santiago,271,36503,48400
2017-01-01,Internacional,Rosario - São Paulo,721,129005,147577
2017-01-01,Internacional,Río de Janeiro - Rosario,517,77668,92133
2017-01-01,Internacional,Salta - Santa Cruz de la Sierra,310,22524,40404
2017-01-01,Internacional,San Carlos de Bariloche - São Paulo,53,8546,9286
2017-01-01,Internacional,San Juan - Santiago,63,7557,10591
2017-01-01,Internacional,San Miguel de Tucumán - Santiago,76,9594,12792
2018-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,2859,287989,363205
2018-01-01,Cabotaje,Bahía Blanca - Córdoba,167,8764,16106
2018-01-01,Cabotaje,Bahía Blanca - El Palomar,165,15571,31044
2018-01-01,Cabotaje,Bahía Blanca - Mar del Plata,730,38102,68950
2018-01-01,Cabotaje,Bahía Blanca - Neuquén,168,8626,16131
2018-01-01,Cabotaje,Bahía Blanca - San Carlos de Bariloche,136,9923,14126
2018-01-01,Cabotaje,Bahía Blanca - Trelew,382,18091,36624
2018-01-01,Cabotaje,Bahía Blanca - Ushuaia,335,24375,32310
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,4652,489333,652935
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,1051,89630,128891
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,10046,1246583,1612827
2018-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,2393,342667,398114
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,625,51094,66438
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,1116,108466,140167
2018-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,977,65907,94554
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,4550,322804,403764
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,6685,868543,1062316
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,5804,743126,957020
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,991,72948,99856
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,2122,214869,286567
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,6180,832857,1019964
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,648,97674,113477
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,2769,254088,349867
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,255,20133,29607
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,3013,176007,258763
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,572,38043,54928
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,1809,230645,275730
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,1120,121075,139589
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,5378,728101,900356
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,7719,1049629,1300035
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,908,60743,88465
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,1915,193956,254355
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,1161,89728,125652
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,1118,140864,189246
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,5852,689075,940682
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,715,52509,68672
2018-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,2663,278023,375384
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,1633,102396,140573
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,608,45622,58320
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,1142,99496,137489
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,2188,246432,332334
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,3660,494393,567374
2018-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,454,33414,43536
2018-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,710,75529,88688
2018-01-01,Cabotaje,Comodoro Rivadavia - Mendoza,336,21055,32288
2018-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,689,47131,66128
2018-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,122,1808,4337
2018-01-01,Cabotaje,Comodoro Rivadavia - Río Mayo,55,146,574
2018-01-01,Cabotaje,Comodoro Rivadavia - Trelew,375,15031,35952
2018-01-01,Cabotaje,Corrientes - El Palomar,487,63281,92043
2018-01-01,Cabotaje,Córdoba - Corrientes,52,4183,9735
2018-01-01,Cabotaje,Córdoba - El Calafate,206,17507,19744
2018-01-01,Cabotaje,Córdoba - El Palomar,889,105645,168021
2018-01-01,Cabotaje,Córdoba - Ezeiza,2125,165776,233982
2018-01-01,Cabotaje,Córdoba - Mar del Plata,271,20404,25876
2018-01-01,Cabotaje,Córdoba - Mendoza,1826,162838,211670
2018-01-01,Cabotaje,Córdoba - Neuquén,721,92183,116386
2018-01-01,Cabotaje,Córdoba - Posadas,380,28169,36570
2018-01-01,Cabotaje,Córdoba - Puerto Iguazú,756,69460,96029
2018-01-01,Cabotaje,Córdoba - Resistencia,475,38010,45732
2018-01-01,Cabotaje,Córdoba - Salta,722,97779,115454
2018-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,930,83717,117805
2018-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,715,67326,89698
2018-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,706,61619,70994
2018-01-01,Cabotaje,Córdoba - Trelew,132,11945,14210
2018-01-01,Cabotaje,Córdoba - Ushuaia,475,39801,45637
2018-01-01,Cabotaje,El Calafate - Ezeiza,408,49579,66240
2018-01-01,Cabotaje,El Calafate - Rosario,52,4090,4992
2018-01-01,Cabotaje,El Calafate - San Carlos de Bariloche,388,42785,65875
2018-01-01,Cabotaje,El Calafate - Trelew,158,9348,15184
2018-01-01,Cabotaje,El Calafate - Ushuaia,990,128916,164172
2018-01-01,Cabotaje,El Palomar - Mendoza,563,70928,106407
2018-01-01,Cabotaje,El Palomar - Neuquén,375,40623,70875
2018-01-01,Cabotaje,El Palomar - Posadas,365,46409,68985
2018-01-01,Cabotaje,El Palomar - Puerto Iguazú,452,61970,85428
2018-01-01,Cabotaje,El Palomar - Salta,279,36454,52731
2018-01-01,Cabotaje,El Palomar - San Carlos de Bariloche,814,107181,153846
2018-01-01,Cabotaje,El Palomar - San Miguel de Tucumán,353,39866,66717
2018-01-01,Cabotaje,El Palomar - San Salvador de Jujuy,299,37524,56417
2018-01-01,Cabotaje,El Palomar - Santiago del Estero,185,20125,34965
2018-01-01,Cabotaje,Ezeiza - Mar del Plata,705,47597,67957
2018-01-01,Cabotaje,Ezeiza - Mendoza,1747,125845,169037
2018-01-01,Cabotaje,Ezeiza - Puerto Iguazú,808,68374,89789
2018-01-01,Cabotaje,Ezeiza - Rosario,758,50212,73596
2018-01-01,Cabotaje,Ezeiza - Río Grande,258,25592,30217
2018-01-01,Cabotaje,Ezeiza - Salta,687,70628,110459
2018-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,1112,131519,189402
2018-01-01,Cabotaje,Ezeiza - San Miguel de Tucumán,366,28007,48093
2018-01-01,Cabotaje,Ezeiza - San Salvador de Jujuy,55,4441,8868
2018-01-01,Cabotaje,Ezeiza - Trelew,348,34678,58282
2018-01-01,Cabotaje,Ezeiza - Ushuaia,409,54159,64470
2018-01-01,Cabotaje,Mar del Plata - Mendoza,79,6449,7600
2018-01-01,Cabotaje,Mar del Plata - Rosario,75,5769,7448
2018-01-01,Cabotaje,Mar del Plata - San Miguel de Tucumán,98,7626,9360
2018-01-01,Cabotaje,Mendoza - Neuquén,689,47568,66133
2018-01-01,Cabotaje,Mendoza - Puerto Iguazú,163,17598,29506
2018-01-01,Cabotaje,Mendoza - Rosario,371,28045,35894
2018-01-01,Cabotaje,Mendoza - Salta,281,20866,27114
2018-01-01,Cabotaje,Mendoza - San Carlos de Bariloche,185,20194,34456
2018-01-01,Cabotaje,Puerto Iguazú - Rosario,310,21368,29797
2018-01-01,Cabotaje,Puerto Iguazú - Salta,332,26957,32800
2018-01-01,Cabotaje,Reconquista - Rosario,180,7121,12963
2018-01-01,Cabotaje,Rosario - Salta,285,21259,27386
2018-01-01,Cabotaje,Rosario - San Carlos de Bariloche,501,40506,50861
2018-01-01,Cabotaje,Río Gallegos - Río Grande,125,2324,4331
2018-01-01,Cabotaje,Salta - San Miguel de Tucumán,167,11384,27855
2018-01-01,Cabotaje,Salta - San Salvador de Jujuy,60,4381,9847
2018-01-01,Cabotaje,San Carlos de Bariloche - San Miguel de Tucumán,63,8583,10588
2018-01-01,Cabotaje,San Miguel de Tucumán - San Salvador de Jujuy,108,6751,17892
2018-01-01,Cabotaje,Trelew - Ushuaia,357,29725,59813
2018-01-01,Internacional,Amsterdam - Ezeiza,635,222369,262364
2018-01-01,Internacional,Asunción - Ciudad de Buenos Aires,1506,92812,127841
2018-01-01,Internacional,Asunción - Córdoba,490,68334,146112
2018-01-01,Internacional,Asunción - Ezeiza,1958,182183,261474
2018-01-01,Internacional,Asunción - Salta,284,3021,14200
2018-01-01,Internacional,Atlanta - Ezeiza,725,173311,207396
2018-01-01,Internacional,Auckland - Ezeiza,396,102531,122944
2018-01-01,Internacional,Barcelona - Ezeiza,570,159236,177833
2018-01-01,Internacional,Belo Horizonte - Ezeiza,1387,206137,239265
2018-01-01,Internacional,Bogotá - Ezeiza,1312,285005,332739
2018-01-01,Internacional,Brasilia - Ezeiza,541,90479,107575
2018-01-01,Internacional,Cancún - Ezeiza,517,119521,140637
2018-01-01,Internacional,Caracas - Ezeiza,207,31244,55902
2018-01-01,Internacional,Cayo Coco - Ezeiza,60,10236,15771
2018-01-01,Internacional,Ciudad de Buenos Aires - Curitiba,689,65218,95716
2018-01-01,Internacional,Ciudad de Buenos Aires - Florianópolis,443,56948,71119
2018-01-01,Internacional,Ciudad de Buenos Aires - Foz Do Iguaçu,425,51018,70118
2018-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,4847,271618,434592
2018-01-01,Internacional,Ciudad de Buenos Aires - Porto Alegre,207,25723,33900
2018-01-01,Internacional,Ciudad de Buenos Aires - Porto Seguro,132,17744,22440
2018-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,1649,130972,201923
2018-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,931,133681,154991
2018-01-01,Internacional,Ciudad de Buenos Aires - Salvador,80,12085,13600
2018-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,166,21349,25260
2018-01-01,Internacional,Ciudad de Buenos Aires - Santiago,4836,669530,872997
2018-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,5485,784416,958669
2018-01-01,Internacional,Córdoba - Florianópolis,106,12289,13513
2018-01-01,Internacional,Córdoba - Lima,823,125168,174617
2018-01-01,Internacional,Córdoba - Montevideo,192,4316,9975
2018-01-01,Internacional,Córdoba - Panamá,1351,169827,208077
